AllyCode,Name,UnitId,BaseId,CombatType,Alignment,Stars,Level,GearLevel,Power,ZetaCount,ZetaLead,OmiCount,Ultimate,RelicLevel,Speed10,Speed15,Speed20,Speed25,ModCount,ModSixCount,PlusSpeed,PrimaryArrow,PrimaryCircle,PrimaryCross,PrimaryTriangle,Sets,Slot0,Slot1,Slot2,Slot3,Slot4,Slot5,Health,Protection,Speed,CritDamage,Potency,Tenacity,HealthSteal,DefensePen,Damage,CritChance,ArmorPen,Accuracy,Armor,DodgeChance,CritAvoidance,SpecialDamage,SpecialCritChance,ResistancePen,SpecialAccuracy,Resistance,DeflectionChance,SpecialCritAvoidance
138974936,"Quigman","null","BOKATAN","Character","Light",4,1,1,1014,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,497,0,105,150,0,15,0,0,55,10.4166666666667,0,0,34.7826086956522,2,0,38,10,0,0,11.7647058823529,2,0
138974936,"Quigman","null","MAGNAGUARD","Character","Dark",7,85,12,20478,1,0,0,False,0,0,0,0,0,6,0,12,56,55,56,53,"18+18+55",False,True,True,True,False,False,41899,73584,117,150,43.153,81.568,10,0,3132,49.1436666666667,34,0,40.6700791065612,2,0,2079,30.6436666666667,10,0,29.2845257903494,2,0
138974936,"Quigman","null","RANGETROOPER","Character","Dark",6,1,1,2661,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,758,0,80,150,0,15,0,0,56,10.2916666666667,0,0,40,2,0,52,10,0,0,21.0526315789474,2,0
138974936,"Quigman","null","QUIGONJINN","Character","Light",7,85,4,7542,0,0,0,False,0,0,0,0,0,6,0,9,48,55,55,16,"57+53",False,False,False,False,False,False,9765,1372,130,154.5,1.884,18.668,0,0,1042,27.4886666666667,0,0,16.2836506894288,2,0,1804,18.947,0,0,10.6517168885774,2,0
138974936,"Quigman","null","ROYALGUARD","Character","Dark",7,85,8,11850,0,0,0,False,0,0,0,0,0,6,0,0,52,55,18,53,"55+55",False,False,True,True,False,False,24283,11835,110,150,15.567,52.456,0,0,1741,25.1473333333333,5,0,26.5129682997118,2,0,1385,13.9806666666667,0,0,20.8566108007449,2,0
138974936,"Quigman","null","GEONOSIANSPY","Character","Dark",7,85,13,20506,0,0,0,False,2,0,0,0,0,6,0,9,52,56,18,53,"53+16",False,False,False,False,False,False,39072,38173,156,183,57.176,73.852,10,0,4743,88.603,189,0,41.9134396355353,2,0,2505,45.603,0,0,30.5933587370713,2,0
138974936,"Quigman","null","BASTILASHAN","Character","Light",7,85,12,22527,1,1,0,False,0,0,0,0,0,6,6,12,54,56,18,55,"48",True,True,True,False,True,False,47291,58926,138,150,14.557,82.572,30,0,2880,34.7183333333333,5,0,42.1768707482993,2,35,4555,18.26,60,0,39.830108541765,2,0
138974936,"Quigman","null","JAWA","Character","Light",7,85,9,13600,0,0,0,False,0,0,0,0,0,6,0,21,48,56,56,56,"48+17",False,False,False,False,False,False,12552,24766,142,150,40,28.144,5,0,2576,31.018,21,0,25.6559766763848,2,0,3514,20.1846666666667,25,0,18.7380497131931,2,0
138974936,"Quigman","null","QIRA","Character","Light",7,85,1,6639,0,0,0,False,0,0,0,0,0,6,0,5,55,55,55,16,"57+53",False,False,False,False,False,False,8776,1576,115,154.5,1.71,16.266,0,0,1009,29.041,0,0,15.506958250497,2,0,935,17.291,0,0,5.7649667405765,2,0
138974936,"Quigman","null","POE","Character","Light",7,85,10,15219,0,0,0,False,0,1,0,0,0,5,0,17,48,55,49,56,"55+55",True,True,False,False,True,False,23919,23686,161,150,20.13,34.678,5,0,2274,35.6866666666667,32,0,29.2845257903494,2,0,2158,12.1866666666667,5,0,10.4005621925509,2,0
138974936,"Quigman","null","BADBATCHOMEGA","Character","Light",6,85,2,4698,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,7841,0,95,150,0,15,0,0,815,19.4166666666667,0,0,13.6763710223426,2,0,1012,10,0,0,6.18101545253863,2,0
138974936,"Quigman","null","TALIA","Character","Dark",7,85,2,6918,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",True,True,False,False,True,False,10099,0,83,150,0,15,0,0,839,18.4166666666667,0,0,15.1696606786427,2,0,1411,10,0,0,8.3393242271747,2,0
138974936,"Quigman","null","NIGHTSISTERZOMBIE","Character","Dark",7,85,7,10107,0,0,0,False,0,0,0,0,0,5,0,8,0,55,55,55,"57",False,False,False,False,False,False,15646,5006,102,150,11.474,21.079,0,0,1513,27.7093333333333,17,0,20.8566108007449,2,0,1167,13.626,0,0,8.3393242271747,2,0
138974936,"Quigman","null","SCARIFREBEL","Character","Light",7,85,2,8425,0,0,0,False,0,0,0,0,0,6,0,7,54,55,55,55,"49+49+49",False,False,False,False,False,False,13337,3431,109,150,3.183,15,0,0,1072,21.0516666666667,0,0,23.6983842010772,2,3,1008,13.135,0,0,9.25266903914591,2,0
138974936,"Quigman","null","GRANDADMIRALTHRAWN","Character","Dark",7,85,12,20677,1,0,0,False,0,0,0,0,0,6,1,24,56,56,48,56,"57+53",False,True,False,False,False,False,28038,65933,174,150,32.094,49.959,5,0,2523,41.4276666666667,5,0,30.5933587370713,2,0,4349,32.2193333333333,70,0,21.731123388582,2,0
138974936,"Quigman","null","IMPERIALPROBEDROID","Character","Dark",7,85,4,9450,0,0,0,False,0,0,0,0,0,6,0,5,55,55,17,55,"57+17",False,False,False,False,False,False,10583,0,115,150,16.318,21.39,0,0,1019,20.099,0,0,18.0064308681672,2,0,1683,11.474,0,0,11.2734864300626,2,0
138974936,"Quigman","null","SABINEWRENS3","Character","Light",7,85,10,17160,1,0,0,False,0,0,0,0,0,6,0,30,5,55,49,16,"17+16",False,False,False,False,False,False,15858,19256,169,216,47.581,32.63,5,0,2237,38.3103333333333,67,0,28.169014084507,2,0,1573,10.852,0,0,11.7647058823529,2,0
138974936,"Quigman","null","PAPLOO","Character","Light",7,85,11,19393,1,0,0,False,0,0,0,0,0,6,0,20,55,56,56,56,"55+55+55",True,True,False,True,True,True,37441,52018,128,150,37.432,42.63,15,0,2447,28.9166666666667,20,0,42.0190995907231,2,0,2161,10,0,0,29.2059966685175,2,0
138974936,"Quigman","null","YOUNGHAN","Character","Light",7,85,1,7779,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,8786,0,100,150,0,15,0,0,1020,22,0,0,15.506958250497,2,0,952,10,0,0,5.7649667405765,2,0
138974936,"Quigman","null","EWOKELDER","Character","Light",7,85,11,15679,0,0,0,False,0,0,0,0,0,6,0,44,5,56,56,16,"57+55",False,False,False,False,False,False,22673,38910,160,186,12.465,42.753,10,0,1939,49.2203333333333,20,0,31.1926605504587,2,0,2003,24.6786666666667,10,0,16.3934426229508,2,0
138974936,"Quigman","null","EPIXPOE","Character","Light",7,1,1,4656,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,544,0,114,150,0,15,0,0,65,10.375,0,0,34.7826086956522,2,0,72,10,0,0,28.5714285714286,2,0
138974936,"Quigman","null","CHIEFCHIRPA","Character","Light",7,85,12,20268,0,0,0,False,0,2,0,0,0,6,0,35,55,56,49,16,"16+53",True,False,True,False,False,False,29285,38639,151,216,32.917,29.204,10,0,2812,48.6163333333333,43,0,36.0902255639098,2,0,2796,31.1996666666667,15,0,32.7886136004217,2,0
138974936,"Quigman","null","GENERALHUX","Character","Dark",7,85,13,26716,1,0,0,False,5,1,1,0,0,6,6,54,48,56,56,56,"57+18",False,False,False,False,False,False,66777,75090,215,150,38.665,127.287,10,0,5133,37.5753333333333,5,7.5,49.2234169653524,2,7.5,9053,18.4503333333333,130,7.5,43.2576769025367,2,0
138974936,"Quigman","null","CT5555","Character","Light",7,85,13,28732,2,0,0,False,5,3,2,0,0,6,2,52,49,56,56,49,"49+18+55",False,False,False,False,False,False,61364,88429,187,150,61.773,79.565,33.75,0,4832,45.063,80,0,73.9210472489262,2,0,4156,11.7296666666667,0,0,50.4469490866693,2,0
138974936,"Quigman","null","VISASMARR","Character","Light",7,1,1,4656,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,560,0,75,150,0,15,0,0,54,10.5,0,0,40,2,0,55,10,0,0,21.0526315789474,2,0
138974936,"Quigman","null","LUKESKYWALKER","Character","Light",7,85,9,13507,0,0,0,False,0,0,0,0,0,6,0,8,49,56,18,49,"55+55+18",True,True,True,True,False,False,14998,14926,122,150,15.706,58.327,10,0,2148,41.6153333333333,25,0,27.0177447052089,2,0,1297,13.5736666666667,0,0,9.63855421686747,2,0
138974936,"Quigman","null","GAMORREANGUARD","Character","Dark",7,1,1,4656,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,660,0,100,150,0,15,0,0,50,10.2916666666667,0,0,34.7826086956522,2,0,43,10,0,0,11.7647058823529,2,0
138974936,"Quigman","null","KITFISTO","Character","Light",7,85,2,6702,0,0,0,False,0,0,0,0,0,6,0,0,55,55,18,16,"16+55",False,False,False,False,False,False,14931,651,86,169.5,0,19.951,0,0,1123,24.8923333333333,0,0,19.5583596214511,2,0,1059,16.809,0,0,8.207343412527,2,0
138974936,"Quigman","null","ANAKINKNIGHT","Character","Light",7,85,12,19843,1,0,0,False,0,2,0,0,0,6,3,37,48,55,55,16,"55+55+55",False,False,False,False,False,False,30642,30677,181,192,35.066,45.859,5,0,3116,46.7426666666667,40,0,34.1765616933402,2,0,2413,15.451,15,0,14.9432955303536,2,0
138974936,"Quigman","null","ADMINISTRATORLANDO","Character","Light",7,85,13,23431,0,0,0,False,5,0,0,0,0,6,6,32,5,56,56,53,"16+53",False,False,False,False,False,False,52081,63657,167,187.5,44,48.364,20,0,5691,109.992666666667,241,0,50.8670520231214,2,0,5016,60.6176666666667,0,0,38.4355383872525,2,0
138974936,"Quigman","null","ADMIRALPIETT","Character","Dark",6,1,1,2661,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,515,0,110,150,0,15,0,0,58,10.25,0,0,28.5714285714286,2,0,69,10,0,0,21.0526315789474,2,0
138974936,"Quigman","null","GENERALSKYWALKER","Character","Light",7,85,13,33819,4,1,0,False,5,0,0,0,0,6,0,48,5,56,56,56,"57+55",False,False,False,False,False,False,68648,118127,205,150,73.573,70.288,30,5000,5793,65.4923333333333,196,7.5,56.2907096331848,2,0,4266,18.909,50,7.5,33.2111052907281,2,0
138974936,"Quigman","null","NIGHTSISTERSPIRIT","Character","Dark",7,1,1,4656,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,535,0,90,150,0,15,0,0,57,10.5,0,0,40,2,0,45,10,0,0,11.7647058823529,2,0
138974936,"Quigman","null","CLONESERGEANTPHASEI","Character","Light",7,85,11,15379,0,0,0,False,0,0,0,0,0,6,0,20,48,56,17,16,"16+53",False,False,False,False,False,False,17567,34374,127,216,35.139,32.319,10,0,2508,47.576,28,0,29.4410625345877,2,0,1709,20.951,5,0,17.6888315041963,2,0
138974936,"Quigman","null","SUPREMELEADERKYLOREN","Character","Dark",7,85,13,42028,6,1,0,False,7,1,0,0,0,6,6,50,48,55,48,16,"57+55",False,False,False,False,False,False,121434,57177,443,210,166.389,53.759,40,0,11024,126.095333333333,338,0,49.9803844644959,2,0,7866,41.512,5,0,30.289775833789,2,0
138974936,"Quigman","null","ADMIRALACKBAR","Character","Light",7,85,9,14178,0,0,0,False,0,1,0,0,0,6,0,25,56,56,56,48,"57+55",True,False,False,False,False,False,15680,21655,138,150,19.319,29.43,0,0,2135,28.307,25,0,29.0484140233723,2,0,3207,18.932,37,0,20.5607476635514,2,0
138974936,"Quigman","null","FULCRUMAHSOKA","Character","Light",7,1,1,4656,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,650,0,112,150,0,15,0,0,66,10.5,0,0,40,2,0,33,10,0,0,11.7647058823529,2,0
138974936,"Quigman","null","STORMTROOPER","Character","Dark",7,1,1,4656,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,546,0,85,150,0,15,0,0,48,10.375,0,0,34.7826086956522,2,0,40,10,0,0,11.7647058823529,2,0
138974936,"Quigman","null","LUMINARAUNDULI","Character","Light",7,85,8,13282,0,0,0,False,0,0,0,0,0,6,0,14,55,55,48,48,"48",True,True,True,False,False,False,15928,10914,132,150,1.304,36.204,5,0,2282,46.7316666666667,13,0,25.8289703315881,2,0,1879,29.69,0,0,17.04619388419,2,0
138974936,"Quigman","null","JANGOFETT","Character","Dark",7,85,12,21207,1,0,0,False,0,2,0,0,0,6,0,29,56,56,56,16,"53+16",False,False,False,False,False,False,18152,54913,187,216,61.523,39.518,15,0,3269,51.922,128,0,27.515633882888,2,0,1660,28.547,5,0,15.8415841584158,2,0
138974936,"Quigman","null","HOTHREBELSCOUT","Character","Light",7,85,8,12132,0,0,0,False,0,0,0,0,0,6,0,5,49,56,18,16,"16",False,False,True,True,True,True,14099,8052,142,202.5,14,42.083,0,0,1784,31.5696666666667,12,0,22.9607250755287,2,0,1615,14.8196666666667,5,0,12.2505161734343,2,0
138974936,"Quigman","null","NUTEGUNRAY","Character","Dark",7,85,13,24144,1,0,0,False,3,0,0,0,0,6,0,28,48,55,17,55,"57+17",False,False,False,False,False,False,54415,43898,204,154.5,85.998,47.362,10,0,4879,73.9526666666666,224,0,42.3859014911884,7.25,0,2893,22.661,0,0,23.8805970149254,7.25,0
138974936,"Quigman","null","VEERS","Character","Dark",7,85,7,11313,0,0,0,False,0,0,0,0,0,6,0,13,54,56,48,53,"55+55+53",False,False,False,False,False,False,12452,3589,114,150,17.778,24,5,0,1437,27.215,5,0,16.3934426229508,2,3,2186,17.715,29,0,12.6113776559287,2,0
138974936,"Quigman","null","PAO","Character","Light",7,85,1,7182,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,8806,0,100,150,0,15,0,0,1032,22.0416666666667,0,0,15.506958250497,2,0,976,10,0,0,5.90405904059041,2,0
138974936,"Quigman","null","DARTHTALON","Character","Dark",3,1,1,676,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,577,0,105,150,0,15,0,0,49,10.375,0,0,34.7826086956522,2,0,28,10,0,0,11.7647058823529,2,0
138974936,"Quigman","null","IG88","Character","Dark",7,85,12,20064,1,0,0,False,0,0,0,0,0,6,1,30,5,56,56,16,"16+53",False,False,False,False,False,False,17985,40616,157,211.5,17.624,29.944,15,0,2910,61.968,27,0,31.8546231961518,2,0,2077,32.3846666666667,10,0,24.4220509780676,2,0
138974936,"Quigman","null","REY","Character","Light",7,85,10,14959,0,0,0,False,0,0,0,0,0,6,0,16,56,56,18,49,"55+16",False,False,False,False,False,False,14245,27479,168,180,10.175,56.55,10,0,2525,45.0373333333333,44,0,27.5979557069847,2,0,1435,18.579,5,0,11.7647058823529,2,0
138974936,"Quigman","null","DARTHNIHILUS","Character","Dark",7,85,12,17337,0,0,0,False,0,0,0,0,0,6,0,4,55,56,49,53,"55+55+49",False,False,False,False,False,False,32297,54157,124,150,56.283,37.388,10,0,1817,32.9723333333333,10,0,37.161163134549,2,0,4363,30.5973333333333,22,0,25.7425742574257,2,0
138974936,"Quigman","null","EMPERORPALPATINE","Character","Dark",7,85,13,32058,2,1,0,False,7,1,0,0,0,6,0,71,5,56,17,56,"57+17",False,False,False,False,False,False,48575,57576,213,150,100.76,40.797,10,0,5250,42.6313333333333,20,13.5,43.7582708425232,2,13.5,10382,37.173,217,13.5,44.2988204456094,2,0
138974936,"Quigman","null","HOTHHAN","Character","Light",7,85,13,23613,1,0,0,False,3,1,0,0,0,6,0,57,5,56,55,56,"57+55",False,False,False,False,False,False,50966,67941,206,154.5,60.898,52.059,30,0,3886,54,75,0,50.1758499413834,7.25,0,3886,17.4166666666667,0,0,39.4874228761272,7.25,0
138974936,"Quigman","null","MONMOTHMA","Character","Light",5,1,1,1521,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,556,0,61,150,0,15,0,0,54,10.2083333333333,0,0,34.7826086956522,2,0,76,10,0,0,28.5714285714286,2,0
138974936,"Quigman","null","PLOKOON","Character","Light",7,85,12,17050,0,0,0,False,0,0,0,0,0,6,0,30,5,56,17,55,"55+55+49",False,False,False,False,False,False,25693,43799,144,150,55.51,29,0,0,2558,27.244,104,0,36.6616989567809,2,0,3746,19.744,15,0,32.7176781002639,2,0
138974936,"Quigman","null","DAKA","Character","Dark",7,85,1,8361,0,0,0,False,0,0,0,0,0,5,0,19,0,55,55,55,"",False,False,False,False,False,False,10830,497,99,150,6.314,17.207,0,0,910,20.5326666666667,0,0,19.1502853519341,2,0,1480,12.241,0,0,12.1295658166782,2,0
138974936,"Quigman","null","GRANDMOFFTARKIN","Character","Dark",7,85,8,13437,0,0,0,False,0,0,0,0,0,6,0,12,56,56,18,16,"17+17+55",False,False,False,False,False,False,14155,11947,128,181.5,35.047,48.948,10,0,1820,22.125,7,0,21.9228413962033,2,0,2439,10.625,27,0,22.1136224801466,2,0
138974936,"Quigman","null","LOGRAY","Character","Light",7,85,11,16254,0,0,0,False,0,0,0,0,0,6,0,45,5,55,55,55,"53+57",False,False,False,False,False,False,23405,30567,172,150,43,42.727,5,0,2091,35.1306666666667,25,0,33.559145388223,2,0,3110,24.3806666666667,25,0,21.1502782931354,2,0
138974936,"Quigman","null","GEONOSIANSOLDIER","Character","Dark",7,85,12,17047,0,0,0,False,0,2,0,0,0,6,4,20,56,56,56,16,"16+53",False,False,False,False,False,False,17942,34829,174,216,19.478,35.294,0,0,3057,56.694,47,0,38.3760270662156,2,0,1976,30.319,0,0,20.6596141879278,2,0
138974936,"Quigman","null","CARADUNE","Character","Light",7,85,7,12933,0,0,0,False,0,0,0,0,0,6,0,5,54,56,18,56,"55+55+55",False,False,False,False,False,False,19922,11856,135,150,16.794,48.822,5,0,1712,34.1866666666667,18,0,26.257952573742,2,24,1338,21.645,0,0,16.2836506894288,2,0
138974936,"Quigman","null","RESISTANCETROOPER","Character","Light",7,85,2,7408,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,"",False,False,False,False,False,False,8962,0,102,150,0,15,0,0,1044,22.1666666666667,0,0,15.9525379037574,2,0,984,10,0,0,6.31888317413666,2,0
138974936,"Quigman","null","HK47","Character","Dark",7,85,13,25632,2,0,0,False,1,1,0,0,0,6,0,15,48,56,56,16,"16+53",False,False,False,False,False,False,33335,63795,138,216,60.689,44.809,10,1000,4805,49.9806666666667,309,1.5,46.0887949260042,2,0,3433,25.8556666666667,10,1.5,33.2810047095761,2,0
